window_size,hash,ham_distance,similarity,error,blast_output,bitscore,eValue
3,Boost,27,57.8125,29.752500,28.06,62.4,0.0000002
3,Boost,23,64.0625,39.992500,24.07,62.8,0.0000002
3,Boost,28,56.25,31.300000,24.95,63.2,0.0000002
3,Boost,33,48.4375,24.047500,24.39,63.2,0.0000002
3,Boost,24,62.5,36.040000,26.46,63.2,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,25.000000,31.25,60.5,0.0000002
3,Boost,28,56.25,34.890000,21.36,62.8,0.0000002
3,Boost,24,62.5,30.740000,31.76,63.2,0.0000002
3,Boost,22,65.625,42.535000,23.09,63.2,0.0000002
3,Boost,29,54.6875,26.587500,28.1,63.2,0.0000002
3,Boost,21,67.1875,38.317500,28.87,63.5,0.0000002
3,Boost,31,51.5625,23.252500,28.31,62.4,0.0000002
3,Boost,29,54.6875,31.997500,22.69,62.8,0.0000002
3,Boost,26,59.375,38.115000,21.26,63.2,0.0000002
3,Boost,26,59.375,36.595000,22.78,62.8,0.0000002
3,Boost,29,54.6875,28.147500,26.54,63.2,0.0000002
3,Boost,26,59.375,28.815000,30.56,63.2,0.0000002
3,Boost,22,65.625,41.245000,24.38,63.2,0.0000002
3,Boost,30,53.125,25.005000,28.12,63.2,0.0000002
3,Boost,23,64.0625,34.332500,29.73,63.2,0.0000002
3,Boost,24,62.5,32.500000,30,63.2,0.0000002
3,Boost,28,56.25,25.220000,31.03,62.8,0.0000002
3,Boost,28,56.25,31.830000,24.42,63.2,0.0000002
3,Boost,32,50.0,21.150000,28.85,61.6,0.0000002
3,Boost,29,54.6875,23.357500,31.33,63.2,0.0000002
3,Boost,29,54.6875,30.257500,24.43,63.2,0.0000002
3,Boost,29,54.6875,30.257500,24.43,63.2,0.0000002
3,Boost,21,67.1875,40.347500,26.84,63.2,0.0000002
3,Boost,30,53.125,29.055000,24.07,62.4,0.0000002
3,Boost,29,54.6875,32.227500,22.46,63.2,0.0000002
3,Boost,26,59.375,36.565000,22.81,63.2,0.0000002
3,Boost,26,59.375,36.495000,22.88,63.2,0.0000002
3,Boost,26,59.375,36.495000,22.88,63.2,0.0000002
3,Boost,28,56.25,30.180000,26.07,63.2,0.0000002
3,Boost,29,54.6875,26.197500,28.49,63.2,0.0000002
3,Boost,25,60.9375,34.107500,26.83,63.2,0.0000002
3,Boost,25,60.9375,34.107500,26.83,63.2,0.0000002
3,Boost,31,51.5625,25.702500,25.86,63.2,0.0000002
3,Boost,33,48.4375,20.937500,27.5,63.2,0.0000002
3,Boost,33,48.4375,20.937500,27.5,63.2,0.0000002
3,Boost,31,51.5625,29.522500,22.04,63.2,0.0000002
3,Boost,32,50.0,21.010000,28.99,63.2,0.0000002
3,Boost,27,57.8125,31.872500,25.94,62.4,0.0000002
3,Boost,37,42.1875,13.427500,28.76,63.2,0.0000002
3,Boost,22,65.625,37.965000,27.66,62.8,0.0000002
3,Boost,22,65.625,36.295000,29.33,63.2,0.0000002
3,Boost,23,64.0625,32.222500,31.84,63.2,0.0000002
3,Boost,23,64.0625,32.222500,31.84,63.2,0.0000002
3,Boost,29,54.6875,28.367500,26.32,63.2,0.0000002
3,Boost,30,53.125,30.755000,22.37,62.8,0.0000002
3,Boost,26,59.375,34.165000,25.21,63.2,0.0000002
3,Boost,34,46.875,24.025000,22.85,63.2,0.0000002
3,Boost,26,59.375,32.185000,27.19,63.2,0.0000002
3,Boost,28,56.25,34.520000,21.73,63.2,0.0000002
3,Boost,28,56.25,34.520000,21.73,63.2,0.0000002
3,Boost,28,56.25,34.520000,21.73,63.2,0.0000002
3,Boost,31,51.5625,27.052500,24.51,63.2,0.0000002
3,Boost,26,59.375,30.045000,29.33,63.2,0.0000002
3,Boost,25,60.9375,40.637500,20.3,63.2,0.0000002
3,Boost,26,59.375,31.705000,27.67,63.2,0.0000002
3,Boost,26,59.375,32.425000,26.95,62.8,0.0000002
3,Boost,24,62.5,33.480000,29.02,62.8,0.0000002
3,Boost,24,62.5,35.370000,27.13,63.2,0.0000002
3,Boost,29,54.6875,30.767500,23.92,62.8,0.0000002
3,Boost,25,60.9375,28.997500,31.94,60.8,0.0000002
3,Boost,26,59.375,37.495000,21.88,63.2,0.0000002
3,Boost,29,54.6875,29.067500,25.62,63.2,0.0000002
3,Boost,31,51.5625,24.252500,27.31,63.2,0.0000002
3,Boost,29,54.6875,30.977500,23.71,63.2,0.0000002
3,Boost,32,50.0,21.300000,28.7,63.2,0.0000002
3,Boost,32,50.0,27.960000,22.04,63.2,0.0000002
3,Boost,29,54.6875,31.577500,23.11,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,26,59.375,34.525000,24.85,63.2,0.0000002
3,Boost,20,68.75,37.880000,30.87,62.8,0.0000002
3,Boost,31,51.5625,23.252500,28.31,63.2,0.0000002
3,Boost,28,56.25,31.590000,24.66,63.2,0.0000002
3,Boost,26,59.375,32.815000,26.56,62.8,0.0000002
3,Boost,24,62.5,32.710000,29.79,62.8,0.0000002
3,Boost,24,62.5,35.290000,27.21,62.8,0.0000002
3,Boost,26,59.375,33.285000,26.09,63.2,0.0000002
3,Boost,26,59.375,37.345000,22.03,63.2,0.0000002
3,Boost,26,59.375,33.295000,26.08,63.2,0.0000002
3,Boost,26,59.375,33.295000,26.08,63.2,0.0000002
3,Boost,29,54.6875,29.067500,25.62,63.2,0.0000002
3,Boost,26,59.375,34.925000,24.45,63.2,0.0000002
3,Boost,28,56.25,33.420000,22.83,63.2,0.0000002
3,Boost,27,57.8125,23.132500,34.68,63.2,0.0000002
3,Boost,27,57.8125,31.322500,26.49,63.2,0.0000002
3,Boost,29,54.6875,31.557500,23.13,62.8,0.0000002
3,Boost,26,59.375,32.105000,27.27,61.6,0.0000002
3,Boost,31,51.5625,23.762500,27.8,63.2,0.0000002
3,Boost,27,57.8125,25.402500,32.41,60.1,0.0000002
3,Boost,33,48.4375,16.197500,32.24,62.8,0.0000002
3,Boost,24,62.5,37.150000,25.35,62.8,0.0000002
3,Boost,31,51.5625,23.162500,28.4,63.2,0.0000002
3,Boost,31,51.5625,23.282500,28.28,63.5,0.0000002
3,Boost,25,60.9375,33.387500,27.55,63.2,0.0000002
3,Boost,30,53.125,22.985000,30.14,62.8,0.0000002
3,Boost,31,51.5625,23.542500,28.02,63.2,0.0000002
3,Boost,35,45.3125,18.642500,26.67,63.2,0.0000002
3,Boost,28,56.25,31.150000,25.1,62.8,0.0000002
3,Boost,25,60.9375,30.937500,30,62.8,0.0000002
3,Boost,28,56.25,31.490000,24.76,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,29,54.6875,27.907500,26.78,63.2,0.0000002
3,Boost,27,57.8125,35.352500,22.46,63.2,0.0000002
3,Boost,27,57.8125,35.352500,22.46,63.2,0.0000002
3,Boost,27,57.8125,35.352500,22.46,63.2,0.0000002
3,Boost,29,54.6875,27.727500,26.96,63.2,0.0000002
3,Boost,28,56.25,34.430000,21.82,63.2,0.0000002
3,Boost,27,57.8125,29.182500,28.63,63.2,0.0000002
3,Boost,32,50.0,24.010000,25.99,63.2,0.0000002
3,Boost,28,56.25,28.420000,27.83,63.2,0.0000002
3,Boost,22,65.625,37.875000,27.75,63.2,0.0000002
3,Boost,26,59.375,36.725000,22.65,63.2,0.0000002
3,Boost,28,56.25,34.100000,22.15,63.2,0.0000002
3,Boost,25,60.9375,41.257500,19.68,63.2,0.0000002
3,Boost,37,42.1875,19.067500,23.12,62.8,0.0000002
3,Boost,27,57.8125,33.322500,24.49,63.2,0.0000002
3,Boost,27,57.8125,35.852500,21.96,63.2,0.0000002
3,Boost,36,43.75,14.370000,29.38,63.2,0.0000002
3,Boost,36,43.75,14.370000,29.38,63.2,0.0000002
3,Boost,36,43.75,14.370000,29.38,63.2,0.0000002
3,Boost,36,43.75,14.370000,29.38,63.2,0.0000002
3,Boost,36,43.75,14.370000,29.38,63.2,0.0000002
3,Boost,27,57.8125,24.062500,33.75,63.2,0.0000002
3,Boost,28,56.25,32.010000,24.24,63.2,0.0000002
3,Boost,32,50.0,22.530000,27.47,63.2,0.0000002
3,Boost,28,56.25,31.860000,24.39,63.2,0.0000002
3,Boost,30,53.125,29.155000,23.97,63.2,0.0000002
3,Boost,29,54.6875,31.807500,22.88,62.8,0.0000002
3,Boost,24,62.5,35.360000,27.14,62.8,0.0000002
3,Boost,24,62.5,35.360000,27.14,62.8,0.0000002
3,Boost,37,42.1875,10.137500,32.05,63.2,0.0000002
3,Boost,27,57.8125,34.332500,23.48,62.8,0.0000002
3,Boost,31,51.5625,30.082500,21.48,63.2,0.0000002
3,Boost,31,51.5625,30.082500,21.48,63.2,0.0000002
3,Boost,25,60.9375,32.967500,27.97,63.2,0.0000002
3,Boost,25,60.9375,32.967500,27.97,63.2,0.0000002
3,Boost,33,48.4375,24.547500,23.89,62.8,0.0000003
3,Boost,33,48.4375,21.167500,27.27,62.4,0.0000003
3,Boost,28,56.25,31.630000,24.62,63.2,0.0000003
3,Boost,28,56.25,31.630000,24.62,63.2,0.0000003
3,Boost,25,60.9375,32.277500,28.66,62.8,0.0000003
3,Boost,29,54.6875,26.207500,28.48,62,0.0000003
3,Boost,27,57.8125,33.322500,24.49,63.2,0.0000003
3,Boost,34,46.875,23.735000,23.14,63.2,0.0000003
3,Boost,30,53.125,25.685000,27.44,62.8,0.0000003
3,Boost,29,54.6875,31.937500,22.75,63.2,0.0000003
3,Boost,32,50.0,22.960000,27.04,63.2,0.0000003
3,Boost,32,50.0,22.960000,27.04,63.2,0.0000003
3,Boost,32,50.0,22.960000,27.04,63.2,0.0000003
3,Boost,32,50.0,22.960000,27.04,63.2,0.0000003
3,Boost,32,50.0,22.960000,27.04,63.2,0.0000003
3,Boost,32,50.0,22.960000,27.04,63.2,0.0000003
3,Boost,30,53.125,26.485000,26.64,63.2,0.0000003
3,Boost,29,54.6875,25.517500,29.17,63.2,0.0000003
3,Boost,25,60.9375,34.597500,26.34,62.8,0.0000003
3,Boost,27,57.8125,32.912500,24.9,62.8,0.0000003
3,Boost,24,62.5,38.680000,23.82,63.2,0.0000003
3,Boost,24,62.5,38.680000,23.82,63.2,0.0000003
3,Boost,26,59.375,32.535000,26.84,63.2,0.0000003
3,Boost,25,60.9375,35.437500,25.5,62.8,0.0000003
3,Boost,25,60.9375,35.437500,25.5,62.8,0.0000003
3,Boost,28,56.25,30.920000,25.33,63.2,0.0000003
3,Boost,33,48.4375,20.637500,27.8,63.2,0.0000003
3,Boost,30,53.125,26.805000,26.32,63.2,0.0000003
3,Boost,29,54.6875,27.297500,27.39,63.2,0.0000003
3,Boost,20,68.75,39.370000,29.38,62.8,0.0000003
3,Boost,29,54.6875,29.567500,25.12,62.8,0.0000003
3,Boost,30,53.125,23.225000,29.9,62.8,0.0000003
3,Boost,33,48.4375,24.867500,23.57,62.8,0.0000003
3,Boost,31,51.5625,23.852500,27.71,62.8,0.0000003
3,Boost,31,51.5625,28.702500,22.86,63.2,0.0000003
3,Boost,28,56.25,26.130000,30.12,62.8,0.0000003
3,Boost,29,54.6875,32.227500,22.46,62.8,0.0000003
3,Boost,29,54.6875,32.227500,22.46,62.8,0.0000003
3,Boost,21,67.1875,40.397500,26.79,63.2,0.0000003
3,Boost,26,59.375,35.995000,23.38,63.2,0.0000003
3,Boost,27,57.8125,31.342500,26.47,62.8,0.0000003
3,Boost,33,48.4375,25.687500,22.75,62.8,0.0000003
3,Boost,33,48.4375,25.687500,22.75,62.8,0.0000003
3,Boost,32,50.0,22.790000,27.21,62.8,0.0000003
3,Boost,23,64.0625,33.392500,30.67,63.2,0.0000003
3,Boost,29,54.6875,34.337500,20.35,62.8,0.0000003
3,Boost,26,59.375,34.815000,24.56,62.8,0.0000003
3,Boost,28,56.25,29.210000,27.04,63.2,0.0000003
3,Boost,32,50.0,25.110000,24.89,62.8,0.0000003
3,Boost,28,56.25,29.390000,26.86,62.8,0.0000003
3,Boost,29,54.6875,28.097500,26.59,63.2,0.0000003
3,Boost,35,45.3125,16.842500,28.47,60.8,0.0000003
3,Boost,23,64.0625,42.132500,21.93,63.2,0.0000003
3,Boost,29,54.6875,25.057500,29.63,59.7,0.0000003
3,Boost,23,64.0625,40.162500,23.9,63.2,0.0000003
3,Boost,33,48.4375,22.197500,26.24,62.8,0.0000003
3,Boost,19,70.3125,42.462500,27.85,62.8,0.0000003
3,Boost,27,57.8125,30.932500,26.88,62.8,0.0000003
3,Boost,25,60.9375,35.997500,24.94,62.8,0.0000003
3,Boost,26,59.375,33.795000,25.58,62.8,0.0000003
3,Boost,32,50.0,19.670000,30.33,62.8,0.0000003
3,Boost,30,53.125,26.805000,26.32,62.8,0.0000003
3,Boost,24,62.5,41.190000,21.31,62.8,0.0000003
3,Boost,24,62.5,41.190000,21.31,62.8,0.0000003
3,Boost,23,64.0625,34.002500,30.06,62.8,0.0000003
3,Boost,25,60.9375,36.117500,24.82,62.4,0.0000003
3,Boost,29,54.6875,31.347500,23.34,62.8,0.0000003
3,Boost,24,62.5,34.890000,27.61,62.8,0.0000003
3,Boost,30,53.125,25.905000,27.22,60.1,0.0000003
3,Boost,31,51.5625,26.312500,25.25,63.2,0.0000003
3,Boost,22,65.625,40.495000,25.13,62.8,0.0000003
3,Boost,23,64.0625,34.062500,30,62,0.0000003
3,Boost,26,59.375,36.095000,23.28,62.8,0.0000003
3,Boost,28,56.25,32.790000,23.46,62.8,0.0000003
3,Boost,23,64.0625,36.082500,27.98,62.8,0.0000003
3,Boost,28,56.25,31.530000,24.72,62.8,0.0000003
3,Boost,33,48.4375,18.877500,29.56,60.8,0.0000003
3,Boost,35,45.3125,17.532500,27.78,62.8,0.0000003
3,Boost,29,54.6875,20.377500,34.31,59.7,0.0000003
3,Boost,27,57.8125,31.232500,26.58,61.6,0.0000003
3,Boost,28,56.25,31.690000,24.56,62.4,0.0000003
3,Boost,39,39.0625,14.822500,24.24,62.8,0.0000003
3,Boost,29,54.6875,31.087500,23.6,62.8,0.0000003
3,Boost,25,60.9375,36.097500,24.84,62.8,0.0000003
3,Boost,33,48.4375,22.317500,26.12,62.8,0.0000003
3,Boost,31,51.5625,28.192500,23.37,62.8,0.0000003
3,Boost,27,57.8125,25.902500,31.91,63.5,0.0000003
3,Boost,31,51.5625,27.702500,23.86,62.8,0.0000003
3,Boost,31,51.5625,27.662500,23.9,63.2,0.0000003
3,Boost,32,50.0,19.290000,30.71,61.6,0.0000003
3,Boost,25,60.9375,35.297500,25.64,62.8,0.0000003
3,Boost,34,46.875,24.265000,22.61,62.8,0.0000003
3,Boost,34,46.875,18.475000,28.4,62.8,0.0000003
3,Boost,24,62.5,36.810000,25.69,62.8,0.0000003
3,Boost,31,51.5625,26.262500,25.3,62.8,0.0000003
3,Boost,31,51.5625,26.262500,25.3,62.8,0.0000003
3,Boost,31,51.5625,26.262500,25.3,62.8,0.0000003
3,Boost,31,51.5625,26.262500,25.3,62.8,0.0000003
3,Boost,26,59.375,35.845000,23.53,62.8,0.0000003
3,Boost,22,65.625,40.475000,25.15,63.5,0.0000003
3,Boost,31,51.5625,24.782500,26.78,62.8,0.0000003
3,Boost,27,57.8125,34.752500,23.06,62.8,0.0000003
3,Boost,27,57.8125,34.752500,23.06,62.8,0.0000003
3,Boost,27,57.8125,34.932500,22.88,62.8,0.0000003
3,Boost,29,54.6875,29.097500,25.59,63.2,0.0000003
3,Boost,35,45.3125,14.242500,31.07,60.1,0.0000003
3,Boost,34,46.875,18.305000,28.57,62.4,0.0000003
3,Boost,24,62.5,39.680000,22.82,62.8,0.0000003
3,Boost,20,68.75,42.000000,26.75,62.8,0.0000003
3,Boost,27,57.8125,33.292500,24.52,62.8,0.0000003
3,Boost,33,48.4375,21.037500,27.4,62.8,0.0000003
3,Boost,26,59.375,29.515000,29.86,62.8,0.0000003
3,Boost,29,54.6875,30.317500,24.37,62.4,0.0000003
3,Boost,27,57.8125,31.662500,26.15,62.8,0.0000003
3,Boost,25,60.9375,35.027500,25.91,63.2,0.0000003
3,Boost,26,59.375,28.785000,30.59,63.2,0.0000003
3,Boost,24,62.5,32.830000,29.67,62.8,0.0000003
3,Boost,24,62.5,32.830000,29.67,62.8,0.0000003
3,Boost,30,53.125,27.405000,25.72,62.8,0.0000003
3,Boost,32,50.0,21.370000,28.63,62.8,0.0000003
3,Boost,33,48.4375,25.667500,22.77,62.8,0.0000003
3,Boost,33,48.4375,25.667500,22.77,62.8,0.0000003
3,Boost,33,48.4375,25.667500,22.77,62.8,0.0000003
3,Boost,29,54.6875,23.437500,31.25,62.8,0.0000003
3,Boost,31,51.5625,27.242500,24.32,62.8,0.0000003
3,Boost,25,60.9375,37.197500,23.74,62.8,0.0000003
3,Boost,31,51.5625,25.582500,25.98,62.8,0.0000003
3,Boost,29,54.6875,31.067500,23.62,62.8,0.0000003
3,Boost,22,65.625,39.085000,26.54,62.8,0.0000003
3,Boost,34,46.875,24.675000,22.2,62.8,0.0000003
3,Boost,28,56.25,29.380000,26.87,62.8,0.0000003
3,Boost,27,57.8125,34.252500,23.56,62.8,0.0000003
3,Boost,29,54.6875,33.087500,21.6,62.8,0.0000003
3,Boost,28,56.25,27.970000,28.28,62.8,0.0000003
3,Boost,33,48.4375,26.837500,21.6,63.2,0.0000003
3,Boost,32,50.0,25.640000,24.36,62.8,0.0000003
3,Boost,26,59.375,33.255000,26.12,62.8,0.0000003
3,Boost,26,59.375,33.255000,26.12,62.8,0.0000003
3,Boost,28,56.25,33.140000,23.11,62.8,0.0000003
3,Boost,26,59.375,36.165000,23.21,62.8,0.0000003
3,Boost,29,54.6875,25.667500,29.02,62.8,0.0000003
3,Boost,25,60.9375,31.587500,29.35,62.8,0.0000003
3,Boost,26,59.375,36.965000,22.41,62.8,0.0000003
3,Boost,27,57.8125,35.182500,22.63,62.8,0.0000003
3,Boost,27,57.8125,36.292500,21.52,62.8,0.0000003
3,Boost,21,67.1875,39.377500,27.81,62.8,0.0000003
3,Boost,28,56.25,31.250000,25,62.8,0.0000003
3,Boost,29,54.6875,33.957500,20.73,62.8,0.0000003
3,Boost,25,60.9375,32.747500,28.19,62.8,0.0000003
3,Boost,30,53.125,22.285000,30.84,62.8,0.0000003
3,Boost,29,54.6875,34.007500,20.68,62.8,0.0000003
3,Boost,28,56.25,32.830000,23.42,63.5,0.0000003
3,Boost,32,50.0,25.000000,25,62.8,0.0000003
3,Boost,30,53.125,29.585000,23.54,62.8,0.0000003
3,Boost,23,64.0625,40.112500,23.95,62.8,0.0000003
3,Boost,27,57.8125,28.522500,29.29,62.8,0.0000003
3,Boost,31,51.5625,27.162500,24.4,62.8,0.0000003
3,Boost,29,54.6875,30.497500,24.19,62.8,0.0000003
3,Boost,30,53.125,23.545000,29.58,62.8,0.0000003
3,Boost,31,51.5625,28.302500,23.26,62.8,0.0000003
3,Boost,29,54.6875,24.747500,29.94,61.2,0.0000003
3,Boost,25,60.9375,31.527500,29.41,62.8,0.0000003
3,Boost,25,60.9375,31.527500,29.41,62.8,0.0000003
3,Boost,30,53.125,24.555000,28.57,61.6,0.0000003
3,Boost,30,53.125,24.555000,28.57,61.6,0.0000003
3,Boost,35,45.3125,22.512500,22.8,62.8,0.0000003
3,Boost,25,60.9375,38.717500,22.22,62.8,0.0000003
3,Boost,24,62.5,32.400000,30.1,62.8,0.0000003
3,Boost,30,53.125,29.255000,23.87,62.8,0.0000003
3,Boost,29,54.6875,28.477500,26.21,62.8,0.0000003
3,Boost,29,54.6875,28.267500,26.42,62.8,0.0000003
3,Boost,27,57.8125,29.172500,28.64,62.8,0.0000003
3,Boost,26,59.375,32.545000,26.83,62.8,0.0000003
3,Boost,28,56.25,25.910000,30.34,62.8,0.0000003
3,Boost,21,67.1875,41.887500,25.3,60.8,0.0000003
3,Boost,26,59.375,30.475000,28.9,62.8,0.0000003
3,Boost,32,50.0,20.260000,29.74,62.8,0.0000003
3,Boost,29,54.6875,31.227500,23.46,62.8,0.0000003
3,Boost,28,56.25,26.010000,30.24,63.2,0.0000003
3,Boost,37,42.1875,18.957500,23.23,62.8,0.0000003
3,Boost,26,59.375,35.895000,23.48,62.8,0.0000003
3,Boost,30,53.125,28.285000,24.84,62.8,0.0000003
3,Boost,29,54.6875,32.517500,22.17,62.8,0.0000003
3,Boost,28,56.25,29.890000,26.36,62.8,0.0000003
3,Boost,26,59.375,36.495000,22.88,62.4,0.0000003
3,Boost,33,48.4375,19.967500,28.47,61.2,0.0000003
3,Boost,31,51.5625,18.712500,32.85,62.8,0.0000003
3,Boost,28,56.25,24.310000,31.94,62.8,0.0000003
3,Boost,33,48.4375,24.067500,24.37,63.2,0.0000003
3,Boost,36,43.75,14.140000,29.61,62.4,0.0000003
3,Boost,29,54.6875,26.907500,27.78,62.4,0.0000003
3,Boost,24,62.5,38.690000,23.81,62.8,0.0000003
3,Boost,28,56.25,27.890000,28.36,62.8,0.0000003
3,Boost,29,54.6875,30.867500,23.82,62.8,0.0000003
3,Boost,35,45.3125,11.702500,33.61,59.7,0.0000003
3,Boost,31,51.5625,22.922500,28.64,62.8,0.0000003
3,Boost,31,51.5625,28.272500,23.29,63.2,0.0000003
3,Boost,28,56.25,33.190000,23.06,62.8,0.0000003
3,Boost,28,56.25,33.190000,23.06,62.8,0.0000003
3,Boost,28,56.25,29.460000,26.79,62.8,0.0000003
3,Boost,27,57.8125,35.782500,22.03,62.8,0.0000003
3,Boost,27,57.8125,34.932500,22.88,63.2,0.0000003
3,Boost,26,59.375,35.435000,23.94,62.8,0.0000003
3,Boost,31,51.5625,27.852500,23.71,62.8,0.0000003
3,Boost,29,54.6875,23.257500,31.43,61.6,0.0000003
3,Boost,26,59.375,37.455000,21.92,62.8,0.0000003
3,Boost,33,48.4375,23.797500,24.64,62.4,0.0000003
3,Boost,24,62.5,40.040000,22.46,62.8,0.0000003
3,Boost,24,62.5,40.040000,22.46,62.8,0.0000003
3,Boost,28,56.25,27.920000,28.33,60.1,0.0000003
3,Boost,28,56.25,26.480000,29.77,61.2,0.0000003
3,Boost,32,50.0,28.830000,21.17,62.8,0.0000003
3,Boost,28,56.25,30.730000,25.52,62.4,0.0000003
3,Boost,30,53.125,29.855000,23.27,63.5,0.0000003
3,Boost,36,43.75,10.420000,33.33,62.8,0.0000003
3,Boost,30,53.125,21.185000,31.94,62.8,0.0000003
3,Boost,26,59.375,32.215000,27.16,62.8,0.0000003
3,Boost,26,59.375,30.045000,29.33,62.8,0.0000003
3,Boost,26,59.375,29.215000,30.16,62.8,0.0000003
3,Boost,26,59.375,29.215000,30.16,62.8,0.0000003
3,Boost,26,59.375,33.665000,25.71,62.8,0.0000003
3,Boost,24,62.5,36.450000,26.05,62.8,0.0000003
3,Boost,24,62.5,36.450000,26.05,62.8,0.0000003
3,Boost,28,56.25,33.010000,23.24,62.8,0.0000003
3,Boost,28,56.25,33.010000,23.24,62.8,0.0000003
3,Boost,28,56.25,29.190000,27.06,62.8,0.0000003
3,Boost,32,50.0,25.390000,24.61,62.8,0.0000003
3,Boost,25,60.9375,38.107500,22.83,62.8,0.0000003
3,Boost,27,57.8125,26.122500,31.69,62.8,0.0000003
3,Boost,29,54.6875,22.747500,31.94,62.8,0.0000003
3,Boost,30,53.125,29.205000,23.92,62.8,0.0000003
3,Boost,35,45.3125,17.922500,27.39,63.2,0.0000003
3,Boost,25,60.9375,31.797500,29.14,62.8,0.0000003
3,Boost,32,50.0,26.860000,23.14,62.8,0.0000003
3,Boost,26,59.375,36.315000,23.06,62.8,0.0000003
3,Boost,30,53.125,29.605000,23.52,62.8,0.0000003
3,Boost,28,56.25,31.090000,25.16,62.8,0.0000003
3,Boost,29,54.6875,26.217500,28.47,62.8,0.0000003
3,Boost,23,64.0625,38.782500,25.28,62.8,0.0000003
3,Boost,28,56.25,24.850000,31.4,62.8,0.0000003
3,Boost,32,50.0,20.470000,29.53,62.8,0.0000003
3,Boost,29,54.6875,25.567500,29.12,62.8,0.0000003
3,Boost,29,54.6875,27.087500,27.6,62.8,0.0000003
3,Boost,29,54.6875,31.877500,22.81,62.8,0.0000003
3,Boost,23,64.0625,36.922500,27.14,62.8,0.0000003
3,Boost,27,57.8125,34.582500,23.23,62.8,0.0000003
3,Boost,38,40.625,15.935000,24.69,62.8,0.0000003
3,Boost,27,57.8125,30.722500,27.09,61.2,0.0000003
3,Boost,31,51.5625,23.082500,28.48,60.5,0.0000003
3,Boost,29,54.6875,32.877500,21.81,62.8,0.0000003
3,Boost,27,57.8125,25.872500,31.94,62.8,0.0000003
3,Boost,34,46.875,22.465000,24.41,62.8,0.0000003
3,Boost,31,51.5625,27.462500,24.1,62.8,0.0000003
3,Boost,27,57.8125,29.302500,28.51,62.8,0.0000003
3,Boost,27,57.8125,28.012500,29.8,62.8,0.0000003
3,Boost,31,51.5625,23.652500,27.91,62.8,0.0000003
3,Boost,23,64.0625,27.782500,36.28,62.4,0.0000003
3,Boost,30,53.125,26.865000,26.26,62.8,0.0000003
3,Boost,26,59.375,32.955000,26.42,62.8,0.0000003
3,Boost,25,60.9375,38.007500,22.93,62.8,0.0000003
3,Boost,26,59.375,31.395000,27.98,63.2,0.0000003
3,Boost,28,56.25,26.060000,30.19,62.8,0.0000003
3,Boost,29,54.6875,30.787500,23.9,62.8,0.0000003
3,Boost,34,46.875,15.005000,31.87,62.8,0.0000003
3,Boost,28,56.25,30.750000,25.5,62.8,0.0000003
3,Boost,26,59.375,28.305000,31.07,62.8,0.0000003
3,Boost,28,56.25,30.940000,25.31,62.8,0.0000003
3,Boost,20,68.75,41.480000,27.27,62.8,0.0000003
3,Boost,28,56.25,24.460000,31.79,62.8,0.0000003
3,Boost,36,43.75,16.900000,26.85,62.8,0.0000003
3,Boost,24,62.5,33.360000,29.14,62.8,0.0000003
3,Boost,32,50.0,20.910000,29.09,62.8,0.0000003
3,Boost,27,57.8125,26.282500,31.53,62.4,0.0000003
3,Boost,23,64.0625,39.332500,24.73,62.8,0.0000003
3,Boost,26,59.375,34.475000,24.9,62.8,0.0000003
3,Boost,32,50.0,18.130000,31.87,62.8,0.0000003
3,Boost,32,50.0,18.130000,31.87,62.8,0.0000003
